ID,ONETCode,Gender,Age,White,AfnAmn,AsnPI,HispLat,NAorAI,Other,OthrTxt,Educ,HSGPA,HS4,HSTotal,ColGPA,ColGPA4,ColGPATotal,CurrEmpl,AvgHrs,JobTitle,Mgmt,NumMgmt,Salary,CHIncome,Rltnshp,Chldrn,NumChlrn,USLadder,CommLadd,OrgLadd,X1,countryCode,countryName,block
1043,NA,2,28,1,NA,NA,NA,NA,NA,NA,2,4,1,NA,NA,2,NA,2,NA,N/A,2,NA,NA,3000,1,2,NA,3,5,1,1032,US,United States,0
1210,27.1027.00,1,65,NA,NA,NA,1,NA,NA,NA,6,3.7,1,NA,3.7,1,NA,2,NA,Exhibit Engineer,1,NA,60,8700,2,2,NA,2,2,8,1182,US,United States,0
1174,NA,2,29,NA,NA,NA,1,NA,NA,NA,4,3.4,1,NA,2.7,1,NA,2,NA,student,2,NA,0,3800,1,2,NA,3,6,4,1151,US,United States,0
1258,15.1121.01,2,53,1,NA,NA,NA,NA,NA,NA,5,2.5,1,NA,4,1,NA,1,60,clinical informatics,1,4,40000,4000,1,1,2,6,5,4,1220,US,United States,0
1255,15.1121.01,2,53,1,NA,NA,NA,NA,NA,NA,5,2.5,1,NA,4,1,NA,1,60,clinical informatics,1,4,40000,4000,1,1,2,6,5,4,1220,US,United States,0
15,43.3071.00,2,29,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.76,1,NA,1,40,Head Teller,1,2,28000,5400,2,2,NA,5,7,7,15,US,United States,0
436,11.9111.00,2,48,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.5,1,NA,1,60,Health Care Administration,2,NA,30000,3000,3,1,3,3,5,4,432,US,United States,0
973,17.2051.00,1,27,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.2,1,NA,1,45,Project Engineer,2,NA,60000,6000,1,2,NA,7,6,7,963,US,United States,0
184,11.1021.00,2,34,1,NA,NA,NA,NA,NA,NA,2,3.5,1,NA,NA,2,NA,1,42,supervisor,1,3,48000,1480,2,2,NA,5,6,6,184,US,United States,0
669,39.9011.00,2,27,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3,1,NA,1,50,Child care,1,2,NA,NA,2,1,2,7,7,8,663,US,United States,0
985,NA,2,23,1,1,NA,NA,NA,NA,NA,3,2.4,1,NA,3,1,NA,2,NA,N/A,2,NA,NA,NA,1,2,NA,4,5,1,975,US,United States,0
275,15.1121.00,2,53,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.8,1,NA,1,50,Computer Consultant/Developer,2,NA,110000,1100,2,1,2,7,8,9,274,US,United States,0
272,43.9022.00,2,32,1,NA,NA,NA,NA,NA,NA,3,2.7,1,NA,3,1,NA,1,40,Typist,2,NA,10000,1000,2,1,1,1,1,1,271,US,United States,0
143,11.3031.02,2,41,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.7,1,NA,1,55,Acount Manager,1,3,60000,6000,1,2,NA,6,6,4,143,US,United States,0
816,23.1011.00,1,60,1,NA,NA,NA,NA,NA,NA,8,3.96,1,NA,NA,1,NA,1,40,lawyer,1,1,250000,2500,2,1,1,9,7,9,808,US,United States,0
294,29.2041.00,1,26,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,2.3,1,NA,1,55,Medic,1,2,NA,NA,1,2,NA,3,5,4,292,US,United States,0
535,11.1021.00,2,42,NA,NA,1,NA,NA,NA,NA,6,3.7,1,NA,3.8,1,NA,1,35,supervisor,2,NA,48000,1350,2,1,2,8,9,9,531,US,United States,0
935,35.3031.00,2,23,1,NA,NA,NA,NA,NA,NA,3,3.86,1,NA,3.06,1,NA,1,25,Waitress,2,NA,8000,8000,1,2,NA,1,2,5,925,US,United States,0
388,43.9061.00,2,45,1,NA,NA,NA,NA,NA,NA,3,3.9,1,NA,4,1,NA,1,20,Clerk,2,NA,NA,NA,1,1,1,3,4,5,385,US,United States,0
779,NA,2,60,1,NA,NA,NA,NA,NA,NA,5,3.75,1,NA,3.2,1,NA,2,NA,i used to be a crisis phone worker in a social ser,2,NA,NA,2500,1,1,1,5,4,3,771,US,United States,0
13,NA,2,45,1,NA,NA,NA,NA,NA,NA,2,2.5,1,NA,NA,1,NA,2,NA,N/A,2,NA,NA,2500,2,1,2,2,5,3,13,US,United States,0
1201,39.9021.00,1,45,1,NA,NA,NA,NA,NA,NA,5,3.3,1,NA,3.2,1,NA,1,35,Caregiver,2,NA,NA,NA,1,2,NA,5,5,5,1174,US,United States,0
867,31.9092.00,2,40,1,NA,NA,NA,NA,NA,NA,4,3.5,1,NA,3.8,1,NA,1,30,Medical Assistant,2,NA,20000,5500,2,1,2,5,5,3,858,US,United States,0
1002,NA,2,52,1,NA,NA,NA,NA,NA,NA,5,2,1,NA,3.1,1,NA,2,NA,Unemployed,2,NA,0,1200,1,1,1,4,6,4,992,US,United States,0
1167,25.2031.00,2,38,1,NA,NA,NA,NA,NA,NA,6,4,1,NA,3.6,1,NA,1,40,teacher,2,NA,60000,6000,1,2,NA,5,4,5,1145,US,United States,0
1168,25.2031.00,2,38,1,NA,NA,NA,NA,NA,NA,6,4,1,NA,3.6,1,NA,1,40,teacher,2,NA,60000,6000,1,2,NA,5,4,5,1145,US,United States,0
1093,15.1151.00,1,38,1,NA,NA,NA,NA,NA,NA,5,NA,1,NA,3.6,1,NA,1,40,Desktop Support Supervisor,2,NA,52000,5200,3,1,2,2,2,2,1082,US,United States,0
988,NA,2,24,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.17,1,NA,2,NA,N/A,2,NA,0,0,1,2,NA,7,7,6,978,US,United States,0
733,43.6014.00,2,34,1,NA,NA,NA,NA,NA,NA,5,3.98,1,NA,3.67,1,NA,1,10,assistant,2,NA,20000,2000,1,1,2,3,5,6,725,US,United States,0
303,41.4011.00,2,35,1,NA,NA,NA,NA,NA,NA,5,2,1,NA,3.9,1,NA,1,25,Associate,2,NA,14000,1400,3,2,NA,2,1,1,301,US,United States,0
96,11.1021.00,2,47,1,NA,NA,NA,NA,NA,NA,6,3,1,NA,3.4,1,NA,1,40,Manager,1,4,80000,1900,2,2,NA,7,7,7,96,US,United States,0
331,11.1011.00,2,20,1,NA,NA,NA,NA,NA,NA,3,2.7,1,NA,2.9,1,NA,1,53,business owner,2,NA,10000,2500,1,2,NA,2,5,10,329,US,United States,0
25,NA,2,41,1,NA,NA,NA,NA,NA,NA,2,2.7,1,NA,0,2,0,2,NA,NA,2,NA,NA,3900,2,1,1,3,4,NA,25,US,United States,0
1133,NA,1,18,1,NA,NA,1,NA,NA,NA,1,3,1,NA,NA,2,NA,2,NA,Student,2,NA,0,NA,2,2,NA,2,2,2,1115,US,United States,0
799,33.9092.00,2,20,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,NA,1,NA,2,NA,Last job - Head lifeguard and swim instructor,2,NA,NA,NA,2,2,NA,6,8,9,791,US,United States,0
821,43.5081.01,2,28,1,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,3.5,1,NA,1,30,"Many departments in a grocery store (Bookkeeper, c",2,NA,NA,NA,2,2,NA,4,6,6,812,US,United States,0
603,29.2056.00,2,31,1,NA,NA,NA,NA,NA,NA,4,3.6,1,NA,3.8,1,NA,1,36,LVT,2,NA,38000,3800,1,2,NA,5,5,6,599,US,United States,0
103,25.3099.02,2,29,NA,NA,1,NA,NA,NA,NA,6,3.5,1,NA,3.33,1,NA,1,30,tutor,2,NA,NA,NA,1,2,NA,4,6,6,103,US,United States,0
1096,15.1131.00,1,39,1,NA,NA,NA,NA,NA,NA,3,3.22,1,NA,3.2,1,NA,1,20,Programmer,2,NA,25000,7500,2,2,NA,4,6,1,1084,US,United States,0
1056,29.9091.00,1,25,1,NA,NA,NA,NA,NA,NA,6,3.5,1,NA,3.4,1,NA,1,38,Athletic Trainer,1,0,38000,9500,1,2,NA,6,7,9,1045,US,United States,0
1071,NA,2,42,1,NA,NA,NA,NA,NA,NA,2,4,1,NA,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,US,United States,0
909,35.3031.00,2,26,1,NA,NA,NA,NA,NA,NA,4,3.2,1,NA,3.5,1,NA,1,20,server,2,NA,19000,5000,1,1,1,4,2,9,900,US,United States,0
541,13.2081.00,1,54,1,NA,NA,NA,NA,NA,NA,6,3.95,1,NA,3.75,1,NA,1,40,tax preparer,2,NA,35000,9800,2,1,2,7,7,7,537,US,United States,0
975,11.1021.00,1,45,1,NA,NA,NA,NA,NA,NA,3,3.4,1,NA,3.7,1,NA,1,50,Operations Manager,1,12,60000,1150,2,1,1,6,6,8,965,US,United States,0
812,39.9032.00,2,21,NA,1,NA,NA,NA,NA,NA,3,3.1,1,NA,2.5,1,NA,1,26,Recreation Aide,2,NA,10000,NA,1,2,NA,6,6,6,804,US,United States,0
861,19.4061.00,1,54,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,3.8,1,NA,1,40,Researcher,1,6,NA,NA,2,1,2,8,7,9,852,US,United States,1
519,11.9031.00,2,33,1,NA,NA,NA,NA,NA,NA,6,3.57,1,NA,3.68,1,NA,1,25,Testing Administrator,1,2,NA,NA,2,1,1,7,6,7,515,US,United States,0
172,11.9013.02,2,48,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,NA,1,NA,1,40,Dairy farmer,2,NA,7000,1500,2,2,NA,4,6,9,172,US,United States,0
343,41.2011.00,2,38,1,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,3,1,25,cashier,2,NA,25000,2600,2,1,1,5,7,9,341,US,United States,0
1026,51.1011.00,1,25,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.1,1,NA,1,50,Production Supervisor,1,11,42500,7500,2,1,1,5,5,5,1015,US,United States,0
982,11.1021.00,1,21,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3.2,1,NA,1,20,Supervising Team Leader,1,5,25000,7500,1,2,NA,7,6,5,972,US,United States,0
1113,43.9061.00,2,30,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.3,1,NA,1,40,Office Staff,2,NA,NA,NA,2,1,1,7,6,8,1100,US,United States,0
19,NA,2,56,NA,NA,1,NA,NA,NA,NA,5,3.7,2,4,3.2,1,NA,2,NA,Unemployed,2,NA,0,3500,2,1,1,5,5,1,19,US,United States,0
367,25.9031.00,2,28,1,NA,NA,NA,NA,NA,NA,6,3.9,1,NA,3.78,1,NA,1,65,Director of Curriculum and Instruction,1,13,NA,NA,1,2,NA,5,6,8,365,US,United States,0
258,11.1021.00,1,49,1,NA,NA,NA,NA,NA,NA,6,3,1,NA,3.81,1,NA,1,40,Project Lead,2,NA,106000,1200,3,1,2,7,7,7,257,US,United States,0
767,NA,2,61,1,NA,NA,NA,NA,NA,NA,6,3.9,1,NA,3.8,1,NA,2,NA,"RETIRED BUT WAS A MANAGER--PROJECT MGR, DEPARTMENT",1,NA,NA,NA,2,2,NA,8,9,7,759,US,United States,0
1,41.2031.00,2,22,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,3,1,NA,1,40,retail,1,4,12000,1200,1,2,NA,1,1,1,1,US,United States,0
510,43.4051.00,1,26,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.2,1,NA,1,36,Customer service represenitive,2,NA,9000,1300,2,1,1,3,4,6,506,US,United States,0
241,25.2031.00,2,47,NA,NA,1,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,2,NA,Teacher,2,NA,NA,NA,2,1,3,8,9,10,241,US,United States,0
739,43.9022.00,2,52,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.5,1,NA,1,32,Transcription Manager,1,5,NA,NA,1,1,2,6,6,8,731,US,United States,0
302,21.1012.00,2,47,1,NA,NA,NA,NA,NA,NA,6,3.8,1,NA,3.7,1,NA,1,42,Guidance Counselor,2,NA,NA,NA,1,1,2,5,6,5,300,US,United States,0
584,NA,2,33,1,NA,NA,NA,NA,NA,NA,2,3.1,1,NA,3.2,1,NA,2,NA,Stay at home mom,2,NA,32000,3200,2,1,4,6,7,7,580,US,United States,0
549,51.1011.00,2,52,1,NA,NA,NA,NA,NA,NA,5,3.6,1,NA,3.5,1,NA,1,20,production manager,2,NA,18000,7500,2,2,NA,5,2,3,545,US,United States,0
965,NA,1,45,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3.5,1,NA,2,NA,not employed now,1,NA,NA,NA,1,2,NA,3,4,2,955,US,United States,0
951,51.2092.00,1,25,1,NA,NA,NA,NA,NA,NA,5,101,2,100,3.96,1,NA,1,38,Team Member,2,NA,NA,NA,1,2,NA,6,4,4,941,US,United States,0
870,NA,1,29,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,3,1,NA,2,NA,self-employed,2,NA,NA,NA,1,2,NA,1,1,1,861,US,United States,0
1274,35.1012.00,2,48,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3.85,1,NA,1,38,Waitress supervisor,1,5,20000,7000,2,1,1,5,7,9,1231,US,United States,0
113,11.1021.00,2,24,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,2.8,1,NA,2,NA,Supervisor --- clicked the wrong button on the pre,1,6,NA,NA,2,1,1,6,8,6,113,US,United States,0
685,NA,1,66,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.75,1,NA,2,NA,retired,2,NA,70000,8100,2,1,2,6,7,7,679,US,United States,0
883,11.1011.00,1,51,1,NA,NA,NA,NA,NA,NA,3,2.1,1,NA,2.6,1,NA,1,44,owner,1,3,75000,1250,2,1,1,6,6,10,874,US,United States,0
864,21.1021.00,2,30,1,NA,NA,NA,NA,NA,NA,4,3.7,1,NA,3.3,1,NA,1,45,Family Advocate/Assistant Teacher and Waitress,2,NA,14,3200,2,2,NA,5,6,3,855,US,United States,0
126,29.2061.00,2,31,1,NA,NA,NA,NA,NA,NA,4,3.1,1,NA,3.8,1,NA,1,40,LPN,2,NA,30000,6000,2,1,2,4,7,5,126,US,United States,0
55,NA,2,31,1,NA,NA,NA,NA,NA,NA,6,3.8,1,NA,3.6,1,NA,2,NA,Stay at home mom,1,1,0,8800,2,1,1,6,7,10,55,US,United States,0
301,NA,2,25,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.4,1,NA,1,30,Attendant,2,NA,NA,NA,2,1,1,3,2,7,299,US,United States,0
425,15.1151.00,2,26,1,NA,NA,1,NA,NA,NA,3,3.4,1,NA,3.6,1,NA,1,40,Technical Support Rep,2,NA,NA,NA,2,1,2,4,5,4,422,US,United States,0
1196,43.3011.00,2,26,NA,NA,1,NA,NA,NA,NA,4,3.5,1,NA,3,1,NA,1,40,account lead,2,NA,NA,NA,2,2,NA,5,5,6,1170,US,United States,0
974,41.2011.00,2,27,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.2,1,NA,1,40,Cashier,2,NA,NA,NA,1,2,NA,6,7,4,964,US,United States,0
934,43.5081.03,1,60,1,NA,NA,NA,NA,NA,NA,4,3.1,1,NA,2.5,1,NA,1,24,Stocker,2,NA,NA,NA,1,2,NA,3,4,2,924,US,United States,0
835,13.2052.00,2,26,NA,NA,1,NA,NA,NA,NA,5,3.75,1,NA,3.6,1,NA,1,40,Personal Banker,2,NA,NA,NA,1,2,NA,5,6,5,826,US,United States,0
1145,41.3021.00,2,28,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3,1,NA,1,40,Insurance Agent,2,NA,30000,7500,2,1,2,5,5,5,1127,US,United States,0
187,NA,2,56,1,NA,NA,NA,NA,NA,NA,5,3.75,1,NA,3.82,1,NA,2,NA,homemaker,2,NA,4000,1040,2,1,3,7,7,6,187,US,United States,0
405,11.9051.00,2,25,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.7,1,NA,1,35,Kitchen manager/barista,1,4,23000,5500,2,2,NA,5,5,7,402,US,United States,0
1179,43.9061.00,2,29,1,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,3.3,1,NA,1,40,office Automation Clerk,2,NA,34000,6500,2,1,1,5,6,3,1155,US,United States,0
1152,NA,2,21,1,NA,NA,NA,NA,NA,NA,5,2.2,1,NA,3.8,1,NA,1,5,Mad Scientist (Children's Entertainer/Educator),2,NA,5000,5000,2,2,NA,5,4,8,1134,US,United States,0
730,19.4092.00,1,45,1,NA,NA,NA,NA,NA,NA,5,3.9,1,NA,4,1,NA,1,14,Forensic Crime Scene Surveyor,1,2,90000,1200,1,1,2,7,8,8,152,US,United States,0
152,43.4051.00,2,50,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3,1,NA,2,NA,warrenty administer,1,12,NA,NA,2,1,3,5,5,7,152,US,United States,0
496,43.5061.00,2,31,NA,NA,1,NA,NA,NA,NA,3,3,1,NA,2.5,1,NA,1,36,Production Assistant,2,NA,NA,NA,1,2,NA,3,6,4,492,US,United States,0
48,15.1199.10,1,26,1,NA,NA,NA,NA,NA,NA,3,4,1,NA,4,1,NA,1,20,Internet Assessor,2,NA,15000,1500,1,2,NA,2,2,3,48,US,United States,0
1019,NA,2,51,1,NA,NA,NA,NA,NA,NA,6,2.5,1,NA,3.2,1,NA,2,NA,none/homemaker,2,NA,NA,5400,2,1,3,7,6,NA,1008,US,United States,0
628,15.1134.00,1,58,1,NA,NA,NA,NA,NA,NA,5,3.25,1,NA,3.25,1,NA,1,30,content creator,2,NA,NA,NA,3,1,1,5,4,5,624,US,United States,0
121,27.1024.00,2,32,1,NA,NA,NA,NA,NA,NA,5,2.1,1,NA,3.6,1,NA,1,30,graphic designer,2,NA,25000,7500,1,2,NA,5,5,5,121,US,United States,0
17,11.3051.01,1,33,1,NA,NA,NA,NA,NA,NA,6,97.5,2,100,3,1,NA,1,37,Lab Manager,1,3,72000,1220,2,1,1,6,7,9,17,US,United States,0
524,17.2199.04,1,26,1,NA,NA,NA,NA,NA,NA,5,4.02,2,4,3,1,NA,1,48,Manufacturing engineer,2,NA,59000,9500,2,2,NA,5,8,8,520,US,United States,0
193,29.1151.00,2,42,1,NA,NA,NA,NA,NA,NA,7,3.6,1,NA,4,1,NA,1,48,CRNA,1,4,175000,1750,1,2,NA,9,7,6,193,US,United States,0
1246,43.9021.00,2,29,1,NA,NA,NA,NA,NA,NA,5,3.1,1,NA,3.96,1,NA,1,38,Accounts Receivable data entry,1,3,NA,NA,2,1,4,5,6,1,1213,US,United States,0
351,NA,2,35,1,NA,NA,NA,NA,NA,NA,3,3.97,1,NA,3.96,1,NA,2,NA,retired,2,NA,0,NA,2,2,NA,5,5,5,349,US,United States,0
500,51.4121.06,1,26,1,NA,NA,NA,NA,NA,NA,3,3.2,2,5,1.9,1,NA,1,40,welder,2,NA,55000,5500,2,1,2,6,7,7,496,US,United States,0
1141,47.2141.00,2,47,1,NA,NA,NA,NA,NA,NA,2,2.5,1,NA,NA,NA,NA,2,NA,painter,2,NA,NA,NA,2,1,2,4,4,2,1123,US,United States,0
585,39.9011.00,2,20,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,4,1,NA,1,40,Nanny,2,NA,25000,5200,2,2,NA,4,3,8,581,US,United States,0
740,15.1199.01,1,51,1,NA,NA,NA,NA,NA,NA,5,3.7,1,NA,2.6,1,NA,1,40,Software QA Analyst,2,NA,59000,6300,2,1,2,6,8,3,732,US,United States,0
311,NA,2,32,1,NA,NA,NA,NA,NA,NA,4,3.8,1,NA,4,1,NA,2,NA,Student/Homemaker,2,NA,0,NA,2,1,1,8,8,10,309,US,United States,0
345,29.1123.00,2,30,NA,1,NA,NA,1,NA,NA,6,3.8,1,NA,3.7,1,NA,1,42,physical therapist,2,NA,75000,7500,1,2,NA,5,7,7,343,US,United States,0
620,43.6014.00,2,23,1,NA,NA,NA,NA,NA,NA,4,3.3,1,NA,3.44,1,NA,1,20,Assistant,1,3,NA,NA,1,1,1,6,7,5,616,US,United States,0
116,41.2021.00,1,43,1,NA,NA,NA,NA,NA,NA,3,2,1,NA,2.5,1,NA,1,40,returns agent,2,NA,15000,1800,2,1,2,2,4,3,116,US,United States,0
408,NA,2,32,1,NA,NA,NA,NA,NA,NA,5,3.3,1,NA,3.7,1,NA,1,40,Intake Coordinator,1,3,47600,4760,1,2,NA,5,5,6,405,US,United States,0
203,47.3013.00,1,28,1,NA,NA,NA,NA,NA,NA,3,1.4,1,NA,NA,2,NA,1,45,Electrical Apprentice,2,NA,NA,NA,2,1,2,5,8,4,203,US,United States,0
950,19.4021.00,2,26,1,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,1,NA,1,24,microbiology lab tech,2,NA,25000,8000,2,1,2,5,6,6,940,US,United States,0
1062,NA,1,31,1,NA,NA,NA,NA,NA,NA,5,3.2,1,NA,3.4,1,NA,1,44,Scientist,2,NA,40000,8000,2,1,1,4,6,6,1051,US,United States,0
748,11.1021.00,1,22,1,NA,NA,NA,NA,NA,NA,4,3.25,1,NA,2.67,1,NA,1,35,shift leader,1,NA,NA,NA,1,2,NA,3,4,8,740,US,United States,0
599,43.9061.00,2,27,1,NA,NA,NA,NA,NA,NA,8,3.75,1,NA,3.5,1,NA,1,40,Office Assistant,2,NA,33280,6136,2,1,2,7,7,2,595,US,United States,0
662,NA,2,36,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.5,1,NA,1,20,Self employed,2,NA,2000,4000,1,1,2,6,6,6,656,US,United States,0
1097,43.6011.00,2,42,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,1,40,administrative assistant,1,1,35000,3500,3,2,NA,5,5,7,1085,US,United States,0
30,43.4051.00,2,20,1,NA,NA,NA,NA,NA,NA,4,2.64,1,NA,2.75,1,NA,1,25,Customer Service Phone Representative,2,NA,NA,NA,1,2,NA,6,7,2,30,US,United States,0
527,43.6014.00,2,22,1,NA,NA,NA,NA,NA,NA,3,3.3,1,NA,3,1,NA,1,25,STUDENT CORDINATOR,1,8,NA,NA,1,2,NA,4,5,8,523,US,United States,0
467,NA,1,48,1,NA,NA,NA,NA,NA,NA,4,2.8,1,NA,2.89,1,NA,2,NA,None.,2,NA,0,2000,1,2,NA,4,5,1,463,US,United States,0
288,43.9021.00,2,41,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3,1,NA,2,NA,data processor,2,NA,10500,1050,2,1,1,2,2,2,287,US,United States,0
833,11.2011.00,2,21,1,NA,NA,NA,NA,NA,NA,5,98,2,100,3.4,1,NA,1,40,Account Executive,2,NA,NA,NA,1,2,NA,7,5,2,824,US,United States,0
1024,43.6011.00,2,40,NA,NA,NA,1,NA,NA,NA,5,3.5,2,5,3.47,1,NA,1,40,Administrative Assistant,2,NA,NA,NA,1,1,1,3,3,5,1013,US,United States,0
220,NA,1,61,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.75,1,NA,2,NA,retired,2,NA,35000,4500,1,2,NA,5,5,4,220,US,United States,0
822,31.9095.00,1,26,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.1,1,NA,1,41,Pharmacogenomic Research Assistant,2,NA,32000,3500,1,2,NA,8,8,4,813,US,United States,0
182,11.9051.00,2,44,1,1,NA,NA,NA,NA,NA,5,3.6,2,5,3.8,1,NA,1,44,Catering Supervisor,1,5,32000,8000,2,1,1,6,4,5,182,US,United States,0
56,11.9051.00,1,32,1,NA,NA,NA,NA,NA,NA,4,3.5,1,NA,3.9,1,NA,1,48,Kitchen manager,1,6,37000,3700,2,1,2,3,4,9,56,US,United States,0
558,15.1121.00,1,21,1,NA,NA,NA,NA,NA,NA,6,3.77,1,NA,3.89,1,NA,1,40,System Analyst,2,NA,NA,NA,1,2,NA,7,4,5,554,ZZ,Unknown,0
901,39.1021.00,2,44,1,NA,NA,NA,NA,NA,NA,4,3.4,1,NA,3.8,1,NA,1,36,SALON MANGER,1,7,32000,6800,2,1,3,3,5,9,892,US,United States,0
1154,NA,1,47,1,NA,NA,NA,NA,NA,NA,6,3.7,1,NA,3.8,1,NA,2,NA,Senior Learning Leader (last position),2,NA,85000,1000,2,2,NA,8,9,8,1136,US,United States,0
1155,NA,1,47,1,NA,NA,NA,NA,NA,NA,6,3.7,1,NA,3.8,1,NA,2,NA,Senior Learning Leader (last position),2,NA,85000,1000,2,2,NA,8,9,8,1136,US,United States,0
526,51.4041.00,1,33,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,40,machinist,2,NA,24000,2400,2,1,1,3,3,6,522,US,United States,0
719,11.9141.00,2,57,1,NA,NA,NA,NA,NA,NA,4,2.5,1,NA,3.5,1,NA,1,37,Assistant Property Manager,1,2,37000,3700,3,1,2,3,8,5,713,US,United States,0
267,15.1199.08,1,24,NA,NA,1,NA,NA,NA,NA,5,3.9,1,NA,3.9,1,NA,1,40,Sales analyst,2,NA,30000,1000,1,2,NA,4,5,3,266,US,United States,0
593,43.3031.00,2,49,1,NA,NA,NA,NA,NA,NA,4,3.5,1,NA,3,1,NA,1,40,bookkeeper,1,6,52000,5200,3,1,3,7,7,5,589,US,United States,0
587,NA,2,44,1,NA,NA,NA,NA,NA,NA,4,2.75,1,NA,NA,2,NA,2,NA,N/A,2,NA,0,NA,2,1,2,4,5,5,583,US,United States,0
178,41.2011.00,2,57,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.6,1,NA,1,14,cashier,1,5,12000,7900,2,1,3,5,6,7,178,US,United States,0
1219,13.2081.00,1,56,NA,NA,NA,1,NA,NA,NA,4,NA,1,NA,33,1,NA,1,40,tax examiner,2,NA,NA,NA,1,2,NA,7,7,3,1190,US,United States,0
248,31.1014.00,2,42,1,NA,NA,NA,NA,NA,NA,6,3.9,1,NA,3.76,1,NA,1,30,CNA,2,NA,NA,NA,2,1,5,6,6,1,247,US,United States,0
406,35.3031.00,2,24,1,NA,NA,NA,NA,NA,NA,2,3.2,1,NA,NA,NA,NA,1,40,waitress,2,NA,25000,4000,2,2,NA,5,8,9,403,US,United States,0
941,43.5052.00,1,39,NA,NA,NA,NA,NA,1,mixed,3,2.8,1,NA,2.5,1,NA,1,35,mail carrier,2,NA,NA,NA,2,1,2,7,8,7,931,US,United States,0
865,51.4081.00,1,31,1,NA,NA,NA,NA,NA,NA,2,3.8,1,NA,0,2,NA,1,30,Machine Operator,2,NA,NA,NA,3,1,2,4,4,5,856,US,United States,0
615,41.4012.00,1,40,1,NA,NA,NA,NA,NA,NA,6,0.7,1,NA,3.8,1,NA,1,50,Sales representative,2,NA,64000,8400,2,1,4,5,6,3,611,US,United States,0
1125,NA,2,60,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,4,5,NA,1109,US,United States,0
1126,NA,2,60,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,4,5,NA,1109,US,United States,0
1233,43.6011.00,2,30,NA,1,NA,NA,NA,NA,NA,3,3.8,1,NA,3,1,NA,1,30,administrative assistant,2,NA,28000,5200,2,2,NA,3,5,2,1202,US,United States,0
1234,43.6011.00,2,30,NA,1,NA,NA,NA,NA,NA,3,3.8,1,NA,3,1,NA,1,30,administrative assistant,2,NA,28000,5200,2,2,NA,3,5,2,1202,US,United States,0
1005,45.3011.00,1,26,1,NA,1,NA,NA,NA,NA,5,3.8,1,NA,3.47,1,NA,1,20,Self Employed Commercial Fisherman,1,5,35000,6500,2,2,NA,4,5,8,994,US,United States,0
360,NA,2,47,1,NA,NA,NA,NA,NA,NA,5,2.9,1,NA,3.3,1,NA,2,NA,self  employed,2,NA,NA,NA,1,2,NA,2,2,5,358,US,United States,0
