ID,ONETCode,Gender,Age,White,AfnAmn,AsnPI,HispLat,NAorAI,Other,OthrTxt,Educ,HSGPA,HS4,HSTotal,ColGPA,ColGPA4,ColGPATotal,CurrEmpl,AvgHrs,JobTitle,Mgmt,NumMgmt,Salary,CHIncome,Rltnshp,Chldrn,NumChlrn,USLadder,CommLadd,OrgLadd,X1,countryCode,countryName,block
693,43.9061.00,2,30,NA,NA,NA,1,NA,NA,NA,5,3.4,1,NA,3.2,1,NA,1,40,Office Secretary,2,NA,NA,NA,2,1,1,7,6,4,687,US,United States,0
372,15.1131.00,1,44,1,NA,NA,NA,NA,NA,NA,5,2.2,1,NA,3.8,1,NA,1,50,Software Engineer,2,NA,80000,8000,1,2,NA,5,5,5,370,US,United States,0
754,19.4061.00,2,21,1,NA,NA,NA,NA,NA,NA,3,4,1,NA,4,1,NA,1,15,Research Assistant,2,NA,NA,NA,1,2,NA,5,6,5,746,US,United States,0
413,13.1111.00,2,32,NA,1,NA,NA,NA,NA,NA,5,3.9,1,NA,3.8,1,NA,1,40,Consultant,2,NA,22000,2200,1,2,NA,6,8,9,410,US,United States,0
36,27.2012.03,2,49,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3,1,NA,1,48,Remote station manager,1,2,40000,7000,2,2,NA,4,3,5,36,US,United States,0
429,43.6014.00,2,31,1,NA,NA,NA,NA,NA,NA,5,3.85,1,NA,3.91,1,NA,1,20,Virtual Assistant,2,NA,NA,NA,2,1,1,4,4,5,425,ZZ,Unknown,0
598,43.3071.00,2,27,1,NA,NA,NA,NA,NA,NA,5,3.6,1,NA,3.7,1,NA,1,43,Teller,2,NA,39000,4500,1,2,NA,7,7,3,594,US,United States,0
171,25.1081.00,2,42,1,NA,NA,NA,NA,NA,NA,5,3.75,1,NA,3.5,1,NA,1,38,Research and instructor,2,NA,43000,1050,2,2,NA,5,5,7,171,US,United States,0
1276,25.2031.00,1,23,1,NA,NA,NA,NA,NA,NA,5,3.19,1,NA,3.2,1,NA,1,40,Teacher,2,NA,NA,NA,2,2,NA,4,8,5,1233,US,United States,0
404,NA,2,56,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,2.5,1,NA,2,NA,Retired,2,NA,0,NA,2,1,2,7,6,1,401,US,United States,0
1059,33.9032.00,1,26,1,NA,NA,NA,NA,NA,NA,3,2,1,NA,2.5,1,NA,1,30,security guard,2,NA,12000,1200,1,2,NA,3,2,1,1048,US,United States,0
758,53.7062.00,1,30,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,1,45,Lead Material Handler,2,NA,NA,NA,1,2,NA,3,3,2,750,US,United States,0
512,25.1081.00,2,38,NA,NA,NA,1,NA,NA,NA,7,2.8,1,NA,3.23,1,NA,1,50,Professor,2,NA,NA,NA,2,1,1,8,7,7,508,US,United States,0
418,NA,2,20,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,3.5,1,NA,1,8,Humane Education Intern,2,NA,0,NA,1,2,NA,6,6,4,415,US,United States,0
421,43.4051.00,2,41,1,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,1,NA,1,30,Customer Service Rep,2,NA,NA,NA,2,1,3,2,2,1,418,US,United States,0
450,11.9151.00,2,36,1,NA,NA,NA,NA,NA,NA,6,3.8,1,NA,3.6,1,NA,1,44,Volunteer & Outreach Coordinator,2,NA,35000,2000,2,1,1,8,8,8,446,US,United States,0
106,11.9041.00,1,55,1,NA,NA,NA,NA,NA,NA,5,3.96,1,NA,3.97,1,NA,1,44,Supervising field engineer,1,7,NA,NA,2,1,3,5,5,8,106,US,United States,0
194,41.1011.00,2,39,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.75,1,NA,1,50,Store Manager,1,0,NA,NA,2,1,1,7,8,8,194,US,United States,0
627,41.2031.00,2,21,1,NA,NA,NA,NA,NA,NA,4,3.8,1,NA,3,1,NA,1,45,RETAIL SALES ASSOCIATE,2,NA,30000,3000,2,2,NA,3,4,3,623,US,United States,1
948,NA,2,30,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,2.8,1,NA,2,NA,none,2,NA,0,0,1,1,2,5,3,5,938,US,United States,0
169,13.1081.00,2,37,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,1.5,1,NA,1,42,logistics planner,1,1,70000,1500,2,1,3,5,6,5,169,US,United States,0
1107,41.4012.00,1,21,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.7,1,NA,2,NA,Sales,2,NA,50000,5000,1,2,NA,7,10,6,1095,US,United States,0
986,17.2112.00,1,44,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,3,1,NA,1,60,Sr. Production Engineer,2,NA,10000,1200,2,1,3,8,8,8,976,US,United States,0
1100,NA,2,29,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,3.8,1,NA,2,NA,Housewife,2,NA,0,0,2,1,3,5,7,9,1088,US,United States,0
1083,15.1142.00,1,29,1,NA,NA,NA,NA,NA,NA,5,2,2,5,3.2,1,NA,1,50,Automated Information Systems Administrator,1,3,65000,6500,2,1,1,9,8,9,1072,US,United States,0
221,19.2031.00,2,24,1,NA,NA,NA,NA,NA,NA,5,2.75,1,NA,2.5,1,NA,1,40,research chemist,2,NA,54000,9400,2,2,NA,6,5,5,221,US,United States,0
188,NA,1,52,1,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,2,NA,2,NA,Disabled,2,NA,NA,NA,2,1,1,5,5,5,188,US,United States,0
1022,NA,2,41,1,NA,NA,NA,NA,NA,NA,5,2.3,1,NA,3.5,1,NA,2,NA,homemaker,2,NA,8000,1250,2,1,4,4,5,1,1011,US,United States,0
1011,41.4012.00,1,25,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,1.2,1,NA,1,40,salesman,2,NA,25000,2500,1,2,NA,3,3,1,1000,US,United States,0
26,43.6011.00,2,41,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3.95,1,NA,1,35,Admin assistant,2,NA,15000,4700,2,2,NA,3,4,2,26,US,United States,0
534,53.7064.00,2,26,1,NA,NA,NA,NA,NA,NA,2,4.1,1,NA,4,1,NA,1,40,line packer,2,NA,22000,2200,1,1,1,7,8,9,530,US,United States,0
66,43.9041.01,2,53,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,2.8,1,NA,1,40,INSURANCE CLAIMS REP,2,NA,38000,3800,3,2,NA,4,8,8,66,US,United States,0
633,NA,2,39,1,NA,NA,NA,NA,NA,NA,5,3.75,1,NA,3.84,1,NA,2,NA,volunteer,2,NA,0,8500,2,1,3,8,8,9,629,US,United States,0
565,25.9031.01,2,27,1,NA,NA,NA,NA,NA,NA,6,3.9,1,NA,3.5,1,NA,1,40,Instructional Designer,2,NA,37500,9700,2,2,NA,7,7,5,561,US,United States,0
234,41.1011.00,1,32,1,NA,NA,NA,NA,NA,NA,3,2.8,1,NA,2.7,1,NA,1,50,Store Manager,1,2,45000,4800,2,1,3,4,4,7,234,US,United States,0
80,NA,2,23,1,NA,NA,NA,NA,NA,NA,5,4.15,2,5,3.99,1,NA,2,NA,Medical student,2,NA,0,1000,1,2,NA,7,6,4,80,US,United States,0
942,43.4051.00,1,46,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,2.6,1,NA,1,40,Warranty Administrator,2,NA,39000,5800,2,1,1,4,5,6,932,US,United States,0
638,NA,2,55,1,NA,NA,NA,NA,NA,NA,6,3.75,1,NA,3.5,1,NA,2,NA,Homemaker,2,NA,NA,NA,2,1,2,6,6,3,634,US,United States,0
613,NA,2,39,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,2,NA,Homemaker,1,3,0,1250,2,1,2,6,7,7,609,US,United States,0
298,15.1131.00,1,38,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.8,1,NA,1,45,Software Engineer,2,NA,75000,7500,1,2,NA,7,8,6,296,US,United States,0
347,29.1051.00,2,23,1,NA,NA,NA,NA,NA,NA,5,3.9,1,NA,3.8,1,NA,1,40,Pharmacist,1,12,100000,1000,1,2,NA,8,8,8,345,US,United States,1
1109,11.1021.00,2,31,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.01,1,NA,1,40,on site manager,1,0,NA,NA,2,1,1,6,7,7,1097,US,United States,0
854,NA,2,53,1,NA,NA,NA,NA,NA,NA,5,3.78,1,NA,3.2,1,NA,2,NA,NA,2,NA,26000,3200,2,1,2,5,6,6,845,US,United States,0
798,11.1021.00,2,33,1,NA,1,NA,NA,NA,NA,5,3.9,1,NA,4,1,NA,1,48,Manager - revenue generation,1,24,65000,1250,2,2,NA,6,6,7,790,US,United States,0
21,41.1011.00,2,57,1,NA,NA,NA,NA,NA,NA,4,NA,2,NA,3.4,1,NA,1,50,MANAGER RETAIL,1,4,NA,NA,2,2,NA,4,5,8,21,US,United States,0
606,11.9141.00,2,25,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,2.8,1,NA,1,40,Leasing Agent,2,NA,NA,NA,2,2,NA,8,8,4,602,US,United States,2
376,NA,1,21,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,2.15,1,NA,2,NA,Student,2,NA,9000,3000,1,2,NA,5,4,1,374,US,United States,0
287,43.4051.00,2,26,1,NA,NA,NA,NA,NA,NA,5,2.9,1,NA,2.75,1,NA,1,40,CSR,2,NA,39000,3900,1,2,NA,3,2,1,286,US,United States,0
728,NA,1,44,1,NA,NA,NA,NA,NA,NA,2,3.4,1,NA,3.2,1,NA,1,40,Truck Driver,2,NA,NA,NA,2,1,3,6,5,7,288,US,United States,0
289,11.2022.00,2,44,1,NA,NA,NA,NA,NA,NA,4,3.92,1,NA,4,1,NA,1,47,Sales & Service Manager,1,10,46000,7700,2,1,3,7,6,9,288,US,United States,0
71,33.3051.01,1,44,1,NA,NA,NA,NA,NA,NA,5,2.8,1,NA,3.85,1,NA,1,40,Police Officer,2,NA,65000,8000,2,1,2,7,7,8,71,US,United States,0
471,NA,1,22,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,2.7,1,NA,1,40,Crew commander,1,8,NA,NA,1,2,NA,6,7,5,467,US,United States,0
108,15.1152.00,1,39,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,2.8,1,NA,1,40,Network Engineer,2,NA,70000,2200,2,1,2,6,5,8,108,US,United States,0
197,43.9022.00,1,23,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,2.8,1,NA,1,25,Transcriptionist,2,NA,NA,NA,2,1,3,7,8,6,197,US,United States,0
1190,11.1021.00,2,31,1,NA,NA,NA,1,NA,NA,5,2.9,1,NA,3.1,1,NA,1,45,Office Manager / Personal Assistant,1,4,63000,9200,2,2,NA,5,3,3,1164,US,United States,0
1189,11.1021.00,2,31,1,NA,NA,NA,1,NA,NA,5,2.9,1,NA,3.1,1,NA,1,45,Office Manager / Personal Assistant,1,4,63000,9200,2,2,NA,5,3,3,1164,US,United States,0
706,13.1071.00,2,63,1,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,1,NA,1,40,suitability manager,1,8,80000,NA,2,1,2,6,5,7,700,US,United States,0
375,NA,2,23,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.9,1,NA,2,NA,student,2,NA,NA,NA,2,2,NA,7,7,7,373,US,United States,0
773,NA,1,32,1,NA,NA,NA,NA,NA,NA,2,2.5,1,NA,2,2,NA,2,NA,unemployed,2,NA,NA,NA,1,1,3,8,7,8,765,US,United States,0
836,NA,1,27,1,NA,NA,NA,NA,NA,NA,5,2.7,1,NA,3.58,1,NA,2,NA,"NA",2,NA,NA,NA,2,2,NA,4,2,3,827,US,United States,0
2,15.1199.08,2,23,1,NA,NA,NA,NA,NA,NA,5,3.9,1,NA,3.8,1,NA,1,40,Sales Analyst,2,NA,23000,2300,1,2,NA,7,8,8,2,US,United States,0
694,NA,2,22,1,NA,NA,NA,NA,NA,NA,2,3.2,1,NA,0,1,NA,2,NA,Stay at home mother of two and wife/ maid :),1,3,NA,NA,2,1,2,2,2,6,688,US,United States,0
931,NA,1,23,1,1,NA,NA,NA,NA,NA,5,3.7,1,NA,3.3,1,NA,2,NA,n/a,2,NA,NA,NA,1,2,NA,3,3,1,921,US,United States,0
1025,29.1011.00,2,50,1,NA,NA,NA,NA,NA,NA,7,3.8,1,NA,3.4,1,NA,1,20,Chiropractor/small business owner,2,NA,NA,7500,2,2,NA,7,8,10,1014,US,United States,0
919,43.4051.00,2,30,1,NA,NA,NA,NA,NA,NA,4,3.7,1,NA,3.4,1,NA,1,40,Customer Satisfaction,2,NA,36000,6200,2,1,1,5,5,3,909,US,United States,0
449,13.2099.02,1,57,1,NA,NA,NA,NA,NA,NA,5,3.9,1,NA,3.2,1,NA,1,40,risk management representative,2,NA,52000,5200,3,1,1,4,5,6,445,US,United States,0
555,11.1021.00,2,40,1,NA,NA,NA,NA,NA,NA,5,2.8,1,NA,3.8,1,NA,1,40,operations manager,1,8,41000,4100,3,1,1,4,4,5,551,US,United States,0
330,11.1021.00,1,41,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,3.98,1,NA,1,50,Project foreman,1,NA,57200,5720,1,2,NA,6,6,8,328,US,United States,0
720,11.1021.00,1,22,NA,NA,NA,1,NA,NA,NA,3,4,1,NA,3.7,1,NA,1,33,Supervisor,1,3,NA,1200,1,2,NA,5,6,8,714,US,United States,0
313,17.2112.00,1,29,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.86,1,NA,1,45,industrial engineet,1,3,52000,1100,2,2,NA,8,8,7,311,US,United States,0
530,25.2031.00,2,26,1,NA,NA,NA,NA,NA,NA,5,3.24,1,NA,3.67,1,NA,1,52,teacher,2,NA,32971,3297,3,1,1,4,7,5,526,US,United States,0
244,11.9141.00,1,50,NA,NA,1,NA,NA,NA,NA,4,3.75,1,NA,3.4,1,NA,1,30,landlord,1,2,20000,2500,1,2,NA,3,3,4,244,US,United States,0
1102,11.2022.00,1,27,NA,1,NA,NA,NA,NA,NA,5,3.4,1,NA,3,1,NA,1,20,Sales Manager,2,NA,NA,NA,1,2,NA,5,8,5,1090,US,United States,0
1013,31.9092.00,2,71,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.5,1,NA,1,32,Medical Assistant,2,NA,28000,3800,3,1,2,4,5,4,1002,US,United States,0
42,15.1142.00,1,27,1,NA,NA,NA,NA,NA,NA,5,3.1,1,NA,2.8,1,NA,1,40,Systems Admin,1,3,74000,7400,1,2,NA,7,7,6,42,US,United States,0
1146,17.2051.00,1,71,1,NA,NA,NA,NA,NA,NA,5,2.9,1,NA,3.2,1,NA,2,NA,Lead Engineer,1,8,100000,6000,2,1,2,7,6,6,1128,US,United States,0
850,27.3041.00,2,22,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.4,1,NA,1,30,Freelance Editor,2,NA,20000,2000,1,2,NA,4,3,4,841,US,United States,0
334,11.3011.00,1,60,1,NA,NA,NA,NA,NA,NA,5,2.8,1,NA,3.2,1,NA,1,45,Director of Operations,1,4,NA,NA,2,1,3,9,8,8,332,US,United States,0
1199,NA,2,24,NA,NA,1,NA,NA,NA,NA,3,3.3,1,NA,3.4,1,NA,1,35,Administrative Research Assistant II,2,NA,NA,NA,2,2,NA,4,2,4,1172,US,United States,0
1130,NA,1,22,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,2,1,NA,2,NA,N/A,2,NA,NA,NA,1,2,NA,3,3,2,1112,US,United States,0
482,21.1093.00,1,40,NA,NA,NA,1,NA,NA,NA,5,2.8,1,NA,3.2,1,NA,1,40,Case Manager,2,NA,NA,NA,2,2,NA,6,4,6,478,US,United States,0
576,NA,2,29,NA,1,NA,NA,NA,NA,NA,5,3.4,1,NA,3.2,1,NA,1,30,Independent Contractor,2,NA,NA,NA,2,1,1,5,6,5,572,US,United States,0
679,15.1134.00,1,35,1,1,NA,1,NA,NA,NA,3,3.8,1,NA,4,1,NA,2,NA,Out of work junior DBA and Web Developer,2,NA,35300,3530,3,2,NA,2,1,4,673,US,United States,0
1279,11.1021.00,1,23,1,NA,NA,1,NA,NA,NA,3,2,1,NA,3,1,NA,2,NA,Operations,2,NA,12000,1200,1,2,NA,4,5,4,1236,US,United States,0
1282,11.1021.00,1,23,1,NA,NA,1,NA,NA,NA,3,2,1,NA,3,1,NA,2,NA,Operations,2,NA,12000,1200,1,2,NA,4,5,4,1236,US,United States,0
181,NA,2,40,1,NA,NA,NA,NA,NA,NA,4,3.87,1,NA,3.9,1,NA,2,NA,Does not apply -- I pressed no on last question.,2,NA,NA,NA,3,1,3,4,5,1,181,US,United States,0
316,25.1081.00,2,63,1,NA,NA,NA,NA,NA,NA,7,3.6,1,NA,3.8,1,NA,1,33,ADJUNCT PROFESSOR,1,5,25000,5500,2,1,3,4,5,7,314,US,United States,0
1192,27.3043.05,2,33,NA,1,1,NA,1,NA,NA,6,3,1,NA,3.6,1,NA,1,20,Writer/contract work,2,NA,20000,6000,2,1,2,4,4,2,1166,US,United States,0
133,11.1021.00,1,31,1,NA,NA,NA,NA,NA,NA,4,NA,2,NA,3.7,1,NA,1,45,manager,1,3,27000,5500,2,2,NA,4,4,2,133,US,United States,0
729,NA,1,46,1,NA,NA,NA,NA,NA,NA,3,2.75,1,NA,1.5,1,NA,2,NA,Self employed,2,NA,0,5500,2,2,NA,5,5,1,722,US,United States,0
997,35.3022.00,1,34,1,NA,NA,NA,NA,NA,NA,2,3.8,1,NA,NA,2,NA,1,24,counter crew,2,NA,10000,1000,2,2,NA,1,1,1,987,US,United States,0
898,11.1021.00,1,54,1,NA,NA,NA,NA,NA,NA,2,3.7,1,NA,NA,2,3,1,40,Maneger,1,NA,NA,NA,2,1,2,6,8,7,889,US,United States,0
374,NA,1,26,1,NA,NA,NA,NA,NA,NA,3,3.5,2,100,3.1,1,NA,1,80,Navy Nuke,2,NA,30000,1000,1,2,NA,5,6,4,372,US,United States,0
1264,NA,2,36,1,NA,NA,NA,NA,NA,NA,2,3.5,1,NA,0,1,NA,2,NA,Homemaker,2,NA,0,NA,2,1,4,5,5,1,1224,US,United States,0
1204,31.9094.00,2,29,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3.7,1,NA,1,20,MT,2,NA,NA,NA,2,1,1,8,8,8,1177,US,United States,0
491,NA,2,22,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.3,1,NA,2,NA,NA,2,NA,NA,NA,1,2,NA,3,5,6,487,US,United States,0
667,13.2071.01,2,30,1,NA,NA,NA,NA,NA,NA,3,3.4,1,NA,3.6,1,NA,1,50,Loan Counselor,2,NA,30000,7000,2,1,6,4,6,2,661,US,United States,0
1078,25.2031.00,2,36,NA,NA,NA,1,NA,NA,NA,6,4,1,NA,3,1,NA,1,36,Teacher,2,NA,NA,NA,2,1,2,5,6,8,1067,US,United States,0
574,NA,2,38,1,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,stay at home mom,2,NA,0,NA,3,1,2,4,3,1,570,US,United States,0
85,41.4012.00,1,33,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,2.9,1,NA,1,45,SALES,1,10,83000,8300,1,2,NA,5,6,7,85,US,United States,0
1106,31.1014.00,2,23,1,NA,NA,NA,NA,NA,NA,5,3.7,1,NA,3.9,1,NA,1,8,nurse assistant,2,NA,NA,NA,1,2,NA,4,4,5,1094,US,United States,0
1200,43.4051.00,1,27,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,1,40,Customer Service Representative,2,NA,18720,1872,1,2,NA,4,5,5,1173,US,United States,0
1203,41.2031.00,2,23,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,NA,1,25,Apparel Sales Associate,2,NA,17705,1770,1,1,1,4,5,3,1176,US,United States,0
365,43.9021.00,2,65,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,1,40,data analyst,2,NA,NA,NA,2,1,1,7,8,7,363,US,United States,0
499,43.5061.00,2,36,1,NA,NA,NA,NA,NA,NA,2,3.4,1,NA,NA,NA,NA,1,40,production control clerk,2,NA,25000,5900,2,1,2,6,5,5,495,US,United States,0
135,27.3041.00,2,58,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,NA,1,NA,1,40,Editor Manager,1,6,10000,1000,3,1,3,2,4,6,135,US,United States,0
747,23.1011.00,2,30,1,NA,NA,NA,NA,NA,NA,8,3.3,1,NA,2.9,1,NA,1,40,attorney,2,NA,NA,NA,2,2,NA,7,7,5,739,US,United States,0
1194,11.1021.00,1,35,1,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,2,NA,1,38,Assistant Manager,1,5,35000,3500,1,1,1,4,4,5,1168,US,United States,0
600,31.9092.00,2,35,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.5,1,NA,1,40,Certified Medical Assistant/Receptionist,2,NA,NA,NA,2,1,3,5,5,9,596,US,United States,0
1225,11.9021.00,2,50,1,NA,NA,NA,NA,NA,NA,2,3,2,4,NA,2,4,1,15,site manager,1,3,NA,NA,2,1,3,7,8,10,1194,US,United States,0
433,13.1111.00,2,32,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,4,1,NA,1,20,Consultant,2,NA,20000,2000,3,2,NA,2,6,4,429,US,United States,0
580,27.3043.05,1,39,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,3,1,NA,2,NA,Writer,2,NA,NA,NA,2,1,1,4,5,3,576,US,United States,0
1023,11.9033.00,2,46,1,NA,NA,NA,NA,NA,NA,6,3.5,1,NA,3.2,1,NA,1,35,Educator,2,NA,NA,NA,2,1,2,6,6,6,1012,US,United States,0
746,43.5071.00,2,35,1,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,2,NA,1,40,Shipping Clerk,2,NA,NA,NA,2,1,2,4,7,6,738,US,United States,0
924,NA,2,43,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,2,1,NA,2,NA,Self-employed,1,2,35000,6500,2,1,1,3,4,10,914,US,United States,0
888,13.2081.00,1,29,NA,NA,NA,1,NA,NA,NA,2,3.8,1,NA,0,2,300,1,60,Tax Professional,2,NA,50000,5000,1,2,NA,4,5,5,879,US,United States,0
286,25.3099.02,1,20,1,NA,NA,NA,NA,NA,NA,2,98.7,2,100,3.92,1,NA,1,15,Tutor,2,NA,15000,7500,1,2,NA,7,6,5,285,US,United States,0
1004,NA,2,32,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,3.4,1,NA,2,NA,homemaker,2,NA,0,NA,2,1,3,5,4,9,993,US,United States,0
612,21.1021.00,2,64,1,NA,NA,NA,NA,NA,NA,6,3,1,NA,3.5,1,NA,1,40,social worker,2,NA,NA,NA,2,1,1,7,8,8,608,US,United States,0
878,39.5012.00,2,40,NA,1,NA,NA,NA,NA,NA,2,3.9,1,NA,NA,NA,NA,1,65,cosmetology,2,NA,NA,NA,1,1,3,6,6,6,869,US,United States,0
196,45.1011.05,1,62,1,NA,NA,NA,NA,NA,NA,5,3.6,1,NA,3.8,1,NA,1,41,TIMBER FOREMAN,1,14,43000,4300,2,2,NA,5,6,6,196,US,United States,0
401,15.1134.00,2,31,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,4,1,NA,1,40,web designer,2,NA,NA,NA,1,2,NA,6,6,4,398,US,United States,0
38,NA,2,24,1,NA,NA,NA,NA,NA,NA,4,3.6,1,NA,3,1,NA,2,NA,Student,2,NA,15000,1500,1,2,NA,5,3,3,38,US,United States,0
237,15.1131.00,1,32,NA,NA,1,NA,NA,NA,NA,5,4,1,NA,3.7,1,NA,1,40,software engineer,1,3,80000,8000,2,1,1,7,8,8,237,US,United States,0
967,25.1081.00,2,41,NA,NA,NA,NA,NA,1,multi-ethnic,5,3.3,1,NA,3.3,1,NA,1,5,College Adjunct Instructor,2,NA,NA,9000,2,1,2,7,7,4,957,US,United States,0
1092,11.9013.01,1,29,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3,1,NA,1,40,Horticultural Specialist,2,NA,NA,NA,2,2,NA,6,7,8,1081,US,United States,0
1220,NA,2,27,NA,1,NA,NA,NA,NA,NA,5,3,1,NA,3,1,NA,2,NA,N/A,2,NA,0,NA,1,2,NA,5,6,1,1191,US,United States,0
825,11.1021.00,1,24,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.6,1,NA,1,40,Manager,1,6,65000,1500,1,2,NA,6,6,9,816,US,United States,0
1207,43.9021.00,2,26,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.3,1,NA,1,40,Data Analyst,2,NA,45000,4500,1,2,NA,6,5,2,1180,US,United States,0
1095,NA,1,44,1,NA,NA,NA,NA,NA,NA,3,2.8,1,NA,2.9,1,NA,2,NA,Student,2,NA,23000,2300,2,1,1,2,4,1,251,US,United States,0
252,NA,2,40,1,NA,NA,NA,NA,NA,NA,3,3.4,1,NA,3,1,NA,2,NA,n/a,2,NA,NA,NA,2,1,1,4,5,3,251,US,United States,0
604,11.1021.00,2,26,1,NA,NA,1,NA,NA,NA,5,3,1,NA,2.9,1,NA,1,50,Business Manager,1,10,NA,NA,1,2,NA,4,6,9,600,US,United States,0
640,NA,1,21,1,NA,NA,NA,NA,NA,NA,2,3.1,1,NA,NA,2,NA,2,NA,Unemployed,2,NA,NA,NA,1,2,NA,2,2,1,635,US,United States,0
442,25.1191.00,2,23,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.67,1,NA,1,20,teaching assistant,2,NA,NA,NA,1,2,NA,5,5,4,438,US,United States,0
49,39.9032.00,1,24,1,NA,NA,NA,NA,NA,NA,3,3.7,1,NA,2.5,1,NA,1,40,Aquatics supervisor,2,NA,NA,NA,1,2,NA,5,3,7,49,US,United States,0
233,43.4151.00,2,44,NA,1,NA,NA,NA,NA,NA,4,3.8,1,NA,3.5,1,NA,1,39,order entry,2,NA,15000,1500,1,1,3,1,1,1,233,US,United States,0
1218,17.3029.09,2,27,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3.5,1,NA,1,40,Technician,2,NA,NA,NA,2,2,NA,5,9,1,1189,US,United States,0
224,11.1011.00,2,42,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,0,2,0,1,40,business owner,1,0,NA,6000,2,2,NA,5,5,10,224,US,United States,0
704,11.1021.00,1,33,1,NA,NA,NA,NA,NA,NA,5,3.66,1,NA,3.81,1,NA,1,40,Senior Manager,1,60,NA,NA,2,1,2,7,6,8,698,US,United States,0
764,25.2031.00,2,29,1,NA,NA,NA,NA,NA,NA,6,3.5,1,NA,3.7,1,NA,1,40,teacher/math coach (managerial position),1,15,NA,NA,2,2,NA,5,5,6,756,US,United States,0
52,51.6031.00,2,55,1,NA,NA,NA,1,NA,NA,3,3.8,1,NA,3.2,1,NA,1,35,seamstress,2,NA,NA,NA,3,1,2,5,3,8,52,US,United States,0
163,43.1011.00,2,32,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,2.7,1,NA,1,40,customer service manager,1,1,50000,1500,2,2,NA,6,8,7,163,US,United States,0
81,27.1022.00,2,40,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3.6,1,NA,1,40,designer,2,NA,32000,7500,2,1,3,6,7,5,81,US,United States,0
646,43.4051.00,2,41,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,4,1,NA,1,40,Customer Service Team Member,2,NA,32000,6500,2,1,1,5,6,7,641,US,United States,0
414,13.2011.01,2,32,1,NA,NA,NA,NA,NA,NA,4,4,1,NA,3.9,1,NA,1,40,Accounting Specialist III,2,NA,NA,NA,2,2,NA,6,7,4,411,US,United States,0
